Tennessee,Raven,052880,00001
Sudan,Sawshark,060511,00002
Uzbekista,Hornet,066750,00003
Nigeria,Mouse,053078,00004
Thailand,Gerbil,015746,00005
Tennessee,Louse,002481,00006
Luxembour,Baboon,084511,00007
Luxembour,Partridge,058897,00008
Nigeria,Skunk,067715,00009
Turkey,Carcharhi,005317,00010
Luxembour,Donkey,025847,00011
Barbados,Alligator,088419,00012
Malta,Gerbil,027460,00013
Lithuania,Squalifor,016092,00014
Minnesota,Triakis,040918,00015
South_Car,Giant_Pan,088514,00016
Taiwan,Rhizoprio,018877,00017
TRINIDAD_,Cheetah,010799,00018
Colombia,Carcharhi,079818,00019
Ghana,Zebra,036965,00020
Nauru,Gerbil,097823,00021
Mississip,Baboon,032427,00022
Ukraine,Lamna,038100,00023
CZECH_REP,Fish,095630,00024
DOMINICAN,Hemiscyll,051745,00025
EQUATORIA,Pelican,081035,00026
Mozambiqu,Columbida,072355,00027
Michigan,Mouse,095734,00028
Lithuania,Giraffe,013942,00029
Thailand,Sawshark,043841,00030
Arizona,Triakis,051536,00031
Monaco,Camel,078040,00032
DOMINICAN,Lion,003980,00033
Florida,Donkey,064825,00034
Michigan,Parascyll,032249,00035
Namibia,Parmaturu,079869,00036
Nebraska,Pinniped,012466,00037
Zimbabwe,Manatee,083586,00038
Croatia,Goose,053911,00039
Zimbabwe,Quail,042622,00040
Maryland,Pristioph,086720,00041
Hawaii,Alligator,077469,00042
Massachus,Giraffe,021035,00043
DOMINICAN,Goldfinch,013490,00044
Tonga,Parascyll,088448,00045
South_Car,Carcharhi,049395,00046
Californi,Gerbil,084523,00047
Virginia,Apristuru,090170,00048
Washingto,Ostrich,048594,00049
Washingto,Fish,021782,00050
Florida,Hamster,065967,00051
Jordan,Dolphin,091691,00052
Wisconsin,Jackal,053779,00053
Ireland,Fish,039431,00054
Wisconsin,Ostrich,051229,00055
Latvia,Isogompho,062950,00056
Japan,Poroderma,086266,00057
Uruguay,Moose,075769,00058
Arizona,Mallard,069976,00059
Sudan,Donkey,006598,00060
CZECH_REP,Chamois,048621,00061
Thailand,Flamingo,086459,00062
Nepal,Chiloscyl,094112,00063
Massachus,Jackal,034000,00064
Alabama,Snipe,062811,00065
EL_SALVAD,Cobra,072983,00066
Serbia,Sphyrna_l,093583,00067
New_Jerse,Cormorant,092387,00068
Zimbabwe,American_,040469,00069
CZECH_REP,Donkey,095306,00070
Kiribati,Scoliodon,039356,00071
Thailand,Pelican,073755,00072
Nauru,Dolphin,035884,00073
Tennessee,Whale_Sha,078461,00074
Nigeria,Black_pan,080438,00075
Nebraska,Camel,051591,00076
Finland,Alligator,035185,00077
Malaysia,Hamster,050374,00078
Massachus,Pelican,039422,00079
Michigan,Polecat,058652,00080
Michigan,Goldfinch,050823,00081
Serbia,Magpie,098847,00082
CZECH_REP,Squalifor,025334,00083
Namibia,Cormorant,070412,00084
Alabama,Prionace,029492,00085
Nauru,Flamingo,014272,00086
Uzbekista,Crow,035570,00087
Nepal,Parascyll,088700,00088
Maryland,Bullhead_,007032,00089
Netherlan,Wombat,022923,00090
Taiwan,Poroderma,050614,00091
North_Car,Jackal,014766,00092
Nepal,Dogfish,007970,00093
Lithuania,Pony,002990,00094
Michigan,Pelican,095748,00095
Wisconsin,Human,085475,00096
Minnesota,Skunk,065317,00097
Australia,Mallard,057013,00098
Sweden,Sawshark,081431,00099
Jordan,Fish,011924,00100
Tunisia,Quail,071471,00101
Slovakia,Cobra,007074,00102
South_Car,Hemitriak,048444,00103
Rhode_Isl,Sheep,056302,00104
Slovakia,Fox,092207,00105
Romania,Chiloscyl,063267,00106
EQUATORIA,Pelican,084203,00107
Switzerla,Mallard,082890,00108
Texas,Jackal,056602,00109
Maine,Lion,005937,00110
Kiribati,Dogfish,060573,00111
Californi,Orectolob,079620,00112
WESTERN_S,Moose,038923,00113
Malaysia,Isurus,087478,00114
Mississip,Orectolob,035222,00115
Tonga,Badger,034030,00116
Massachus,Magpie,088127,00117
Serbia,Moose,059951,00118
Oregon,Jackal,069040,00119
Latvia,Rhizoprio,059097,00120
Ethiopia,Hamster,099106,00121
Pennsylva,Pygmy_Sha,057741,00122
Netherlan,Jackal,009000,00123
Grenada,Hemiscyll,000491,00124
Romania,Camel,014352,00125
Maryland,Beaver,055513,00126
Romania,Negaprion,023324,00127
Tanzania,Donkey,040630,00128
Zambia,Dolphin,063806,00129
Vatican_C,Lamniform,072185,00130
Slovenia,Hornet,020028,00131
DOMINICAN,Sheep,040803,00132
DOMINICAN,Quail,082738,00133
Washingto,Human,070947,00134
Singapore,Beaver,065966,00135
Malawi,Pygmy_Sha,019983,00136
Finland,Hyena,007202,00137
Zambia,Quail,072299,00138
Mozambiqu,Donkey,049925,00139
Texas,Apristuru,047759,00140
DOMINICAN,Parascyll,075156,00141
Australia,Triaenodo,065704,00142
Tunisia,Alligator,027620,00143
Tunisia,Dogfish,023093,00144
Madagasca,Pinniped,061885,00145
Ireland,Louse,045164,00146
Taiwan,Columbida,002562,00147
Malawi,Pygmy_Sha,059546,00148
Grenada,Mallard,056611,00149
NEW_ZEALA,Hemitriak,007673,00150
Virginia,Whale_Sha,077089,00151
Wyoming,Badger,084253,00152
Slovakia,Human,019003,00153
Slovenia,Cormorant,074272,00154
Sudan,Pinniped,058670,00155
Thailand,Alligator,056306,00156
Washingto,Human,060121,00157
Illinois,Giraffe,055330,00158
Ukraine,American_,074529,00159
